H,lam,tc_bps,group,label,Ann.Ret(%),Sharpe,CVaR(5%)(%),MDD(%),MDD_abs(%),Calmar,HHI,Turnover
252,0.7,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.01,0.341,4.72,77.47,116.35,0.0775,0.9015,0.062
252,0.7,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.34,0.2078,4.6,77.47,116.35,0.0173,0.8935,0.075
252,0.7,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.07,0.2287,4.52,77.47,116.35,0.0268,0.8904,0.0787
252,0.7,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.71,0.4844,5.01,77.47,116.35,0.1512,0.949,0.0545
252,0.7,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.21,0.3729,4.74,77.47,116.35,0.093,0.8233,0.0625
252,0.7,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.75,0.4387,4.8,77.47,116.35,0.1259,0.8873,0.0732
252,0.7,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.54,0.4585,4.85,77.47,116.35,0.1361,0.835,0.0649
252,0.7,40,PTO-MVO,PTO-MVO (LB=252),6.37,0.4407,2.57,36.11,39.29,0.1764,0.1881,0.0807
252,0.7,40,PTO-MVO,PTO-MVO (LB=504),4.7,0.346,2.63,37.25,40.54,0.1263,0.19,0.0544
252,0.7,40,DFL-MVO,DFL-MVO (LB=252),9.16,0.5123,3.16,36.51,43.31,0.251,1.0,0.1163
252,0.7,40,DFL-MVO,DFL-MVO (LB=504),13.85,0.7037,3.28,33.46,37.06,0.414,1.0,0.2326
252,0.7,40,Benchmark,EW,11.51,0.6391,3.01,38.74,42.75,0.2972,0.1,0.0323
252,0.7,40,Benchmark,GMV (LB=252),6.88,0.4707,2.56,34.84,37.86,0.1974,0.1819,0.079
252,0.7,40,Benchmark,hist-MVO (LB=252),10.11,0.6118,2.79,33.71,36.79,0.3,0.2275,0.2711
252,0.7,40,Benchmark,GMV (LB=504),5.28,0.3784,2.62,36.17,39.32,0.1461,0.1876,0.0528
252,0.7,40,Benchmark,hist-MVO (LB=504),6.6,0.4377,2.76,33.66,36.5,0.1962,0.2009,0.1482
252,1.0,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",6.45,0.4061,2.92,42.77,46.62,0.1509,0.2638,0.5211
252,1.0,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.7,0.614,2.65,31.56,34.61,0.3073,0.2788,0.4426
252,1.0,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",11.14,0.612,3.04,40.83,44.66,0.2728,0.2985,0.4702
252,1.0,0,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.67,0.6651,2.6,27.59,29.79,0.3866,0.3889,0.5329
252,1.0,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.54,0.4461,2.63,32.91,36.37,0.1986,0.2422,0.5214
252,1.0,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",12.29,0.6731,2.89,41.73,46.44,0.2946,0.2766,0.3414
252,1.0,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",7.06,0.4418,2.86,44.18,49.73,0.1598,0.3413,0.5323
252,1.0,0,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",17.91,0.8722,3.13,36.05,38.98,0.4967,0.4292,0.7784
252,1.0,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-2.15,0.1026,4.52,77.47,116.35,-0.0277,0.8541,0.069
252,1.0,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.32,0.3494,4.72,77.47,116.35,0.0816,0.9015,0.062
252,1.0,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.7,0.2184,4.6,77.47,116.35,0.022,0.8935,0.075
252,1.0,0,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.46,0.2398,4.52,77.47,116.35,0.0317,0.8904,0.0787
252,1.0,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",12.0,0.4914,5.01,77.47,116.35,0.1549,0.949,0.0545
252,1.0,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.53,0.3813,4.74,77.47,116.35,0.0972,0.8233,0.0625
252,1.0,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.13,0.4485,4.8,77.47,116.35,0.1308,0.8873,0.0732
252,1.0,0,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.89,0.4671,4.85,77.47,116.35,0.1405,0.835,0.0649
252,1.0,0,PTO-MVO,PTO-MVO (LB=252),6.78,0.4625,2.57,36.09,39.26,0.1879,0.1881,0.0807
252,1.0,0,PTO-MVO,PTO-MVO (LB=504),4.97,0.3603,2.63,37.23,40.52,0.1336,0.19,0.0544
252,1.0,0,DFL-MVO,DFL-MVO (LB=252),12.12,0.5899,3.61,41.2,49.75,0.2941,1.0,0.2791
252,1.0,0,DFL-MVO,DFL-MVO (LB=504),5.33,0.3536,3.24,34.11,37.3,0.1563,1.0,0.5116
252,1.0,0,Benchmark,EW,11.68,0.6467,3.01,38.73,42.74,0.3017,0.1,0.0323
252,1.0,0,Benchmark,GMV (LB=252),7.28,0.4921,2.56,34.81,37.83,0.2091,0.1819,0.079
252,1.0,0,Benchmark,hist-MVO (LB=252),11.54,0.6808,2.79,33.62,36.7,0.3433,0.2275,0.2711
252,1.0,0,Benchmark,GMV (LB=504),5.55,0.3924,2.62,36.14,39.3,0.1535,0.1876,0.0528
252,1.0,0,Benchmark,hist-MVO (LB=504),7.36,0.4755,2.76,33.61,36.44,0.2189,0.2009,0.1482
252,1.0,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",6.13,0.3912,2.92,42.8,46.65,0.1431,0.2638,0.5211
252,1.0,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.41,0.5991,2.65,31.62,34.68,0.2976,0.2788,0.4426
252,1.0,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",10.83,0.5986,3.05,40.92,44.79,0.2646,0.2985,0.4702
252,1.0,5,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",10.32,0.6472,2.6,27.6,29.8,0.3739,0.3889,0.5329
252,1.0,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",6.21,0.4288,2.63,33.01,36.49,0.1881,0.2422,0.5214
252,1.0,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",12.07,0.6633,2.89,41.82,46.57,0.2885,0.2766,0.3414
252,1.0,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",6.72,0.426,2.86,44.23,49.81,0.152,0.3413,0.5323
252,1.0,5,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",17.36,0.8508,3.13,36.06,38.99,0.4815,0.4292,0.7784
252,1.0,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-2.19,0.1014,4.52,77.47,116.35,-0.0282,0.8541,0.069
252,1.0,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.28,0.3484,4.72,77.47,116.35,0.0811,0.9015,0.062
252,1.0,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.66,0.2171,4.6,77.47,116.35,0.0214,0.8935,0.075
252,1.0,5,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.41,0.2384,4.52,77.47,116.35,0.0311,0.8904,0.0787
252,1.0,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.97,0.4906,5.01,77.47,116.35,0.1544,0.949,0.0545
252,1.0,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.49,0.3803,4.74,77.47,116.35,0.0966,0.8233,0.0625
252,1.0,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.09,0.4473,4.8,77.47,116.35,0.1302,0.8873,0.0732
252,1.0,5,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.84,0.4661,4.85,77.47,116.35,0.14,0.835,0.0649
252,1.0,5,PTO-MVO,PTO-MVO (LB=252),6.73,0.4598,2.57,36.09,39.26,0.1864,0.1881,0.0807
252,1.0,5,PTO-MVO,PTO-MVO (LB=504),4.94,0.3585,2.63,37.23,40.52,0.1327,0.19,0.0544
252,1.0,5,DFL-MVO,DFL-MVO (LB=252),11.93,0.5831,3.61,41.26,49.84,0.2892,1.0,0.2791
252,1.0,5,DFL-MVO,DFL-MVO (LB=504),5.01,0.339,3.24,34.17,37.37,0.1466,1.0,0.5116
252,1.0,5,Benchmark,EW,11.66,0.6457,3.01,38.73,42.74,0.3011,0.1,0.0323
252,1.0,5,Benchmark,GMV (LB=252),7.23,0.4895,2.56,34.81,37.83,0.2077,0.1819,0.079
252,1.0,5,Benchmark,hist-MVO (LB=252),11.36,0.6722,2.79,33.63,36.71,0.3378,0.2275,0.2711
252,1.0,5,Benchmark,GMV (LB=504),5.51,0.3907,2.62,36.15,39.3,0.1526,0.1876,0.0528
252,1.0,5,Benchmark,hist-MVO (LB=504),7.26,0.4707,2.76,33.62,36.45,0.216,0.2009,0.1482
252,1.0,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.8,0.3762,2.92,42.82,46.67,0.1354,0.2638,0.5211
252,1.0,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",9.12,0.5842,2.65,31.67,34.75,0.2881,0.2788,0.4426
252,1.0,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",10.52,0.5852,3.05,41.01,44.92,0.2565,0.2985,0.4702
252,1.0,10,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.97,0.6293,2.6,27.6,29.8,0.3611,0.3889,0.5329
252,1.0,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.88,0.4113,2.63,33.1,36.62,0.1777,0.2422,0.5214
252,1.0,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",11.84,0.6534,2.89,41.91,46.71,0.2825,0.2766,0.3414
252,1.0,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",6.39,0.4103,2.86,44.28,49.89,0.1443,0.3413,0.5323
252,1.0,10,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",16.82,0.8294,3.13,36.07,39.0,0.4663,0.4292,0.7784
252,1.0,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-2.23,0.1002,4.52,77.47,116.35,-0.0287,0.8541,0.069
252,1.0,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.24,0.3473,4.72,77.47,116.35,0.0806,0.9015,0.062
252,1.0,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.61,0.2157,4.6,77.47,116.35,0.0208,0.8935,0.075
252,1.0,10,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.36,0.237,4.52,77.47,116.35,0.0305,0.8904,0.0787
252,1.0,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.93,0.4897,5.01,77.47,116.35,0.154,0.949,0.0545
252,1.0,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.45,0.3792,4.74,77.47,116.35,0.0961,0.8233,0.0625
252,1.0,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",10.04,0.446,4.8,77.47,116.35,0.1296,0.8873,0.0732
252,1.0,10,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.8,0.465,4.85,77.47,116.35,0.1394,0.835,0.0649
252,1.0,10,PTO-MVO,PTO-MVO (LB=252),6.68,0.4571,2.57,36.09,39.27,0.185,0.1881,0.0807
252,1.0,10,PTO-MVO,PTO-MVO (LB=504),4.91,0.3567,2.63,37.23,40.52,0.1318,0.19,0.0544
252,1.0,10,DFL-MVO,DFL-MVO (LB=252),11.75,0.5763,3.61,41.31,49.93,0.2843,1.0,0.2791
252,1.0,10,DFL-MVO,DFL-MVO (LB=504),4.69,0.3244,3.25,34.24,37.45,0.137,1.0,0.5116
252,1.0,10,Benchmark,EW,11.64,0.6448,3.01,38.73,42.74,0.3005,0.1,0.0323
252,1.0,10,Benchmark,GMV (LB=252),7.18,0.4868,2.56,34.82,37.84,0.2062,0.1819,0.079
252,1.0,10,Benchmark,hist-MVO (LB=252),11.18,0.6636,2.79,33.64,36.72,0.3324,0.2275,0.2711
252,1.0,10,Benchmark,GMV (LB=504),5.48,0.3889,2.62,36.15,39.31,0.1516,0.1876,0.0528
252,1.0,10,Benchmark,hist-MVO (LB=504),7.17,0.466,2.76,33.62,36.46,0.2132,0.2009,0.1482
252,1.0,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",5.15,0.3463,2.92,42.88,46.72,0.12,0.2638,0.5211
252,1.0,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",8.55,0.5544,2.65,31.78,34.89,0.2691,0.2788,0.4426
252,1.0,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",9.9,0.5583,3.05,41.19,45.19,0.2404,0.2985,0.4702
252,1.0,20,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",9.28,0.5933,2.6,27.62,29.81,0.3358,0.3889,0.5329
252,1.0,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",5.23,0.3764,2.63,33.29,36.87,0.157,0.2422,0.5214
252,1.0,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",11.39,0.6335,2.89,42.09,46.98,0.2705,0.2766,0.3414
252,1.0,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",5.72,0.3787,2.86,44.38,50.05,0.1288,0.3413,0.5323
252,1.0,20,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",15.75,0.7864,3.13,36.1,39.02,0.4362,0.4292,0.7784
252,1.0,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-2.31,0.0977,4.52,77.47,116.35,-0.0298,0.8541,0.069
252,1.0,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.16,0.3452,4.72,77.47,116.35,0.0796,0.9015,0.062
252,1.0,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.52,0.2131,4.6,77.47,116.35,0.0196,0.8935,0.075
252,1.0,20,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.26,0.2342,4.52,77.47,116.35,0.0292,0.8904,0.0787
252,1.0,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.86,0.4879,5.01,77.47,116.35,0.153,0.949,0.0545
252,1.0,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.37,0.3771,4.74,77.47,116.35,0.0951,0.8233,0.0625
252,1.0,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.94,0.4436,4.8,77.47,116.35,0.1283,0.8873,0.0732
252,1.0,20,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.72,0.4628,4.85,77.47,116.35,0.1383,0.835,0.0649
252,1.0,20,PTO-MVO,PTO-MVO (LB=252),6.57,0.4516,2.57,36.1,39.27,0.1821,0.1881,0.0807
252,1.0,20,PTO-MVO,PTO-MVO (LB=504),4.84,0.3531,2.63,37.24,40.53,0.1299,0.19,0.0544
252,1.0,20,DFL-MVO,DFL-MVO (LB=252),11.38,0.5627,3.61,41.43,50.12,0.2746,1.0,0.2791
252,1.0,20,DFL-MVO,DFL-MVO (LB=504),4.06,0.2952,3.25,34.37,37.59,0.118,1.0,0.5116
252,1.0,20,Benchmark,EW,11.6,0.6429,3.01,38.73,42.74,0.2994,0.1,0.0323
252,1.0,20,Benchmark,GMV (LB=252),7.08,0.4814,2.56,34.82,37.85,0.2033,0.1819,0.079
252,1.0,20,Benchmark,hist-MVO (LB=252),10.83,0.6464,2.79,33.66,36.75,0.3216,0.2275,0.2711
252,1.0,20,Benchmark,GMV (LB=504),5.42,0.3854,2.62,36.15,39.31,0.1498,0.1876,0.0528
252,1.0,20,Benchmark,hist-MVO (LB=504),6.98,0.4566,2.76,33.64,36.47,0.2075,0.2009,0.1482
252,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.1)",3.85,0.2863,2.92,42.98,46.81,0.0896,0.2638,0.5211
252,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.2)",7.42,0.4946,2.65,31.99,35.16,0.2318,0.2788,0.4426
252,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.3)",8.68,0.5044,3.05,41.55,45.72,0.2089,0.2985,0.4702
252,1.0,40,DFL-MDD,"DFL-MDD (LB=252, n1=0.4)",7.9,0.5211,2.61,27.65,29.84,0.2857,0.3889,0.5329
252,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.1)",3.93,0.3065,2.64,33.66,37.37,0.1168,0.2422,0.5214
252,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.2)",10.49,0.5936,2.89,42.45,47.51,0.247,0.2766,0.3414
252,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.3)",4.39,0.3152,2.86,46.17,51.69,0.095,0.3413,0.5323
252,1.0,40,DFL-MDD,"DFL-MDD (LB=504, n1=0.4)",13.62,0.7,3.14,36.14,39.05,0.3769,0.4292,0.7784
252,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.1)",-2.47,0.0929,4.52,77.47,116.35,-0.0318,0.8541,0.069
252,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.2)",6.01,0.341,4.72,77.47,116.35,0.0775,0.9015,0.062
252,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.3)",1.34,0.2078,4.6,77.47,116.35,0.0173,0.8935,0.075
252,1.0,40,PTO-MDD,"PTO-MDD (LB=252, n1=0.4)",2.07,0.2287,4.52,77.47,116.35,0.0268,0.8904,0.0787
252,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.1)",11.71,0.4844,5.01,77.47,116.35,0.1512,0.949,0.0545
252,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.2)",7.21,0.3729,4.74,77.47,116.35,0.093,0.8233,0.0625
252,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.3)",9.75,0.4387,4.8,77.47,116.35,0.1259,0.8873,0.0732
252,1.0,40,PTO-MDD,"PTO-MDD (LB=504, n1=0.4)",10.54,0.4585,4.85,77.47,116.35,0.1361,0.835,0.0649
252,1.0,40,PTO-MVO,PTO-MVO (LB=252),6.37,0.4407,2.57,36.11,39.29,0.1764,0.1881,0.0807
252,1.0,40,PTO-MVO,PTO-MVO (LB=504),4.7,0.346,2.63,37.25,40.54,0.1263,0.19,0.0544
252,1.0,40,DFL-MVO,DFL-MVO (LB=252),10.64,0.5352,3.61,41.67,50.49,0.2553,1.0,0.2791
252,1.0,40,DFL-MVO,DFL-MVO (LB=504),2.79,0.2367,3.27,34.63,37.88,0.0806,1.0,0.5116
252,1.0,40,Benchmark,EW,11.51,0.6391,3.01,38.74,42.75,0.2972,0.1,0.0323
252,1.0,40,Benchmark,GMV (LB=252),6.88,0.4707,2.56,34.84,37.86,0.1974,0.1819,0.079
252,1.0,40,Benchmark,hist-MVO (LB=252),10.11,0.6118,2.79,33.71,36.79,0.3,0.2275,0.2711
252,1.0,40,Benchmark,GMV (LB=504),5.28,0.3784,2.62,36.17,39.32,0.1461,0.1876,0.0528
252,1.0,40,Benchmark,hist-MVO (LB=504),6.6,0.4377,2.76,33.66,36.5,0.1962,0.2009,0.1482
